0000005670,1080
0000005740,990
0000005751,1280
0000005762,820
0000005806,999
0000005843,1190
0000005854,1290
0000005865,1390
0000005876,750
0000005880,1390
0000005891,1490
0000005902,850
0000005924,1590
0000005935,990
0000005946,450
0000005961,1490
0000005983,900
0000005994,999
0000006005,1180
0000006016,1180
0000006031,599
0000006042,980
0000006053,690
0000006086,890
0000006090,950
0000006101,940
0000006112,680
0000006145,650
0000006156,750
0000006160,550
0000006171,599
0000006182,1390
0000006193,699
0000006204,1590
0000006241,1050
0000006322,790
0000006355,790
0000006366,640
0000006370,1080
0000006392,890
0000006403,1480
0000006473,950
0000006484,939
0000006495,780
0000006506,650
0000006510,780
0000006521,650
0000006532,1090
0000006565,1490
0000006580,999
0000006602,1180
0000006613,945
0000006635,1480
0000006646,790
0000006661,890
0000006731,2980
0000006764,790
0000006775,790
0000006823,11800
0000006871,799
0000006882,880
0000006904,550
0000006915,1190
0000006930,1220
0000006941,699
0000006952,550
0000006963,590
0000006996,399
0000007000,399
0000007011,399
0000007033,2490
0000007136,2480
0000007173,2690
0000007254,1099
0000007490,880
0000007512,880
0000007545,720
0000007560,880
0000007755,1480
0000007873,2680
0000008002,4280
0000008013,799
0000008035,26800
0000008186,3180
0000008190,5980
0000008201,1900
0000008223,1458
0000008234,2680
0000008260,1760
0000008271,1380
0000008282,1600
0000008293,2300
0000008676,990
0000008864,1665
0000009170,1600
0000009225,990
0000009376,1660
0000009380,2060
0000009516,1600
0000009730,188
0000009833,599
0000009844,299
0000010172,188
0000010220,188
0000010334,188
0000010345,188
0000010721,220
0000010975,1190
0000011082,2190
0000011104,966
0000011115,499
0000011152,790
0000011185,699
0000011196,1380
0000011200,969
0000011211,2369
0000011233,2049
0000011244,299
0000011255,569
0000011303,830
0000011340,680
0000011351,720
0000011384,399
0000011395,680
0000011406,499
0000011410,499
0000011432,299
0000011491,399
0000011513,780
0000011535,830
0000011594,550
0000011620,580
0000011690,680
0000011756,249
0000011771,469
0000011782,329
0000011852,5600
0000011885,750
0000011933,450
0000011966,6400
0000011970,6000
0000011981,5600
0000011992,12900
0000012003,11300
0000012014,18400
0000012025,6400
0000012040,6000
0000012051,5600
0000012073,18400
0000012084,12000
0000012095,6400
0000012106,6000
0000012110,5000
0000012121,5000
0000012132,5200
0000012143,6300
0000012154,5500
0000012176,5800
0000012180,6000
0000012191,5500
0000012202,6100
0000012213,22400
0000012224,17600
0000012235,11600
0000012246,11000
0000012250,9400
0000012261,9400
0000012272,11000
0000012283,11600
0000012294,11600
0000012316,12299
0000012320,12900
0000012331,6300
0000012342,24000
0000012375,21200
0000012390,5500
0000012401,6300
0000012412,5000
0000012423,5000
0000012434,5000
0000012445,43200
0000012471,21200
0000012482,5500
0000012526,5400
0000012530,5400
0000012541,6200
0000012552,6400
0000012563,35800
0000012574,33600
0000012821,599
0000012843,14800
0000012854,14800
0000012865,14800
0000012876,14800
0000012902,14800
0000012924,8800
0000012935,8800
0000012946,8800
0000012950,8800
0000012983,8800
0000012994,8800
0000013016,7800
0000013020,7800
0000013031,7800
0000013053,7800
0000013075,7800
0000013086,6880
0000013171,4600
0000013484,788
0000013495,699
0000013591,189
0000013661,900
0000013705,159
0000013753,1250
0000013775,1280
0000013812,249
0000013904,1280
0000014442,1280
0000014475,5980
0000014523,4980
0000014534,7980
0000014545,5399
0000014556,5600
0000014571,10000
0000014582,10600
0000014593,11200
0000014604,11400
0000014615,15600
0000014626,15100
0000014630,10300
0000014641,10300
0000014652,10300
0000014663,17600
0000014674,13200
0000014685,11200
0000014700,13200
0000014711,13700
0000014744,6800
0000014755,7600
0000014766,4900
0000014770,5900
0000014781,5900
0000014803,3300
0000014814,3600
0000014825,15000
0000014836,15000
0000014873,9999
0000014906,8800
0000014943,8800
0000015094,6000
0000015105,15600
0000015116,15600
0000015120,11900
0000015131,11900
0000015142,13500
0000015153,16000
0000015164,17600
0000015175,10000
0000015186,10000
0000015234,2450
0000015293,990
0000015315,1590
0000015385,2980
0000015396,3480
0000015400,2880
0000015411,2880
0000015422,3380
0000015466,3380
0000015503,3280
0000015525,3980
0000015536,2380
0000015540,3480
0000015551,6300
0000015562,7000
0000015573,7800
0000015584,7800
0000015912,5499
0000016310,3500
0000016376,599
0000016413,12
0000016601,8980
0000016645,650
0000016693,8280
0000016903,3490
0000017080,2295
0000017091,315
0000017124,297
0000017242,554
0000017301,2680
0000017404,414
0000017415,414
0000017430,414
0000017500,432
0000017581,432
0000017791,299
0000017802,329
0000017861,4900
0000017872,5200
0000017883,5200
0000017894,10000
0000017905,10000
0000017916,10800
0000017953,5600
0000017964,7000
0000017986,6200
0000017990,6200
0000018001,5900
0000018012,5900
0000018034,6800
0000018045,2772
0000018056,6980
0000018082,5680
0000018126,4280
0000018130,9980
0000018281,2772
0000018524,2080
0000018616,4980
0000018723,3980
0000018745,2520
0000018804,6500
0000018826,1350
0000018830,1080
0000018841,679
0000018863,679
0000018933,199
0000018955,999
0000018981,349
0000019003,7600
0000019036,7890
0000019095,169
0000019106,289
0000019110,156
0000019191,5800
0000019202,7300
0000019213,7100
0000019224,7800
0000019235,7800
0000019246,6000
0000019261,6300
0000019272,6300
0000019331,6300
0000019342,6300
0000019364,8300
0000019375,8300
0000019386,6900
0000019390,7900
0000019412,15600
0000019423,12800
0000019434,12700
0000019445,4300
0000019460,12600
0000019471,32600
0000019482,110100
0000019644,4880
0000019655,4888
0000019666,3980
0000019670,11900
0000019681,19000
0000019865,13900
0000019935,349
0000020285,2700
0000020296,2025
0000020996,389
0000021254,220
0000021626,6750
0000021755,2570
0000021781,12
0000021792,12
0000021803,12
0000021840,12
0000021921,8400
0000021965,450
0000021991,10800
0000022050,11600
0000022245,499
0000022315,17300
0000022341,4050
0000022433,3290
0000022444,7990
0000022455,4490
0000022466,2580
0000022492,1799
0000022503,1280
0000022724,1590
0000023170,17900
0000023181,20800
0000023520,6990
0000023564,8490
0000023634,10000
0000023656,23525
0000023671,25740
0000023726,24800
0000023811,28780
0000023866,30100
0000024054,300
0000024161,722
0000024360,1280
0000024404,990
0000024426,5000
0000024441,650
0000024452,450
0000024581,14800
0000024592,3200
0000024603,3650
0000024614,2700
0000024754,499
0000024846,620
0000024872,499
0000024986,2780
0000025012,375
0000025034,600
0000025045,52540
0000025056,2446
0000025071,2446
0000025082,26140
0000025093,2446
0000025130,1880
0000025152,52540
0000025174,900
0000025196,900
0000025211,1880
0000025222,28780
0000025255,24800
0000025266,2980
0000025292,9460
0000025336,60460
0000025340,3280
0000025406,1725
0000025443,24800
0000025454,8960
0000025465,3980
0000025491,24800
0000025524,1780
0000025535,24800
0000025546,1780
0000025550,3179
0000025686,22500
0000025701,22500
0000025841,1200
0000025852,999
0000025863,799
0000025874,1680
0000026084,1280
0000026235,19500
0000026246,35800
0000026250,32000
0000026261,22500
0000026283,22500
0000026353,7300
0000026364,7500
0000026375,7700
0000026504,8100
0000026515,15000
0000026670,11800
0000026703,5280
0000026784,6700
0000026795,7000
0000026806,7300
0000026810,7250
0000026821,7550
0000026832,7750
0000026843,7450
0000026854,208
0000026876,19999
0000026880,32100
0000026891,28500
0000026902,28500
0000026913,28500
0000026924,28500
0000026935,29200
0000026946,28500
0000026950,24300
0000026972,31600
0000026983,29999
0000027005,13800
0000027016,21000
0000027020,9700
0000027031,9800
0000027042,9800
0000027053,9700
0000027112,299
0000027123,299
0000027263,18900
0000027333,5680
0000027344,4280
0000027414,4980
0000027436,6680
0000027451,3680
0000027473,4280
0000027484,8800
0000027580,6280
0000027602,29500
0000027613,6280
0000027635,4480
0000027720,9324
0000027731,8856
0000027790,48500
0000027801,48500
0000027812,45400
0000027823,54800
0000027834,46900
0000027845,51600
0000027856,31100
0000027860,46900
0000027882,46900
0000028103,880
0000028313,599
0000028324,1050
0000028335,1050
0000028394,399
0000028475,4680
0000028545,488
0000028556,849
0000028700,78100
0000028744,22600
0000028873,413
0000029212,27800
0000029271,4900
0000029794,1800
0000029945,650
0000029956,1196
0000030096,495
0000030284,445
0000030295,295
0000030321,335
0000030332,445
0000030343,445
0000030376,3128
0000030450,27900
0000030461,22264
0000030472,22440
0000030483,21700
0000030516,53100
0000030531,196600
0000030542,29600
0000030682,11520
0000030752,1670
0000030763,4880
0000030774,2680
0000030796,2990
0000030811,4600
0000030833,3180
0000030866,2990
0000030870,3980
0000030881,4880
0000030892,3980
0000030903,599
0000030914,999
0000030951,478
0000030984,369
0000030995,598
0000031006,4680
0000031102,43900
0000031312,29600
0000031323,46900
0000031334,36700
0000031345,33600
0000032270,1380
0000032406,490
0000032620,39500
0000032631,27900
0000032723,790
0000032734,790
0000032771,590
0000032815,390
0000032826,590
0000032922,2480
0000033106,390
0000033316,390
0000033563,390
0000033574,390
0000033585,680
0000033596,680
0000033611,1280
0000033644,2280
0000033810,1980
0000033832,1480
0000033854,550
0000033865,1280
0000033891,550
0000033983,1980
0000034020,2780
0000034311,1480
0000034565,988
0000034576,879
0000034602,549
0000034672,699
0000034694,699
0000034716,699
0000034731,699
0000034996,699
0000035022,699
0000035044,699
0000035055,2680
0000035081,303
0000035092,349
0000035103,317
0000035114,349
0000035125,349
0000035136,349
0000035140,349
0000035151,334
0000035162,349
0000035206,349
0000035221,349
0000035232,349
0000035243,349
0000035254,349
0000035265,349
0000035276,699
0000035291,1750
0000035313,499
0000035652,699
0000035770,333
0000035851,333
0000035906,333
0000035910,333
0000035932,333
0000035980,333
0000035991,333
0000036013,333
0000036046,333
0000036610,588
0000036676,8730
0000036886,1980
0000036901,25080
0000036945,3280
0000037004,2480
0000037041,6800
0000037100,59800
0000037122,24800
0000037284,11790
0000037343,199
0000037424,2880
0000037435,2880
0000037483,2980
0000037553,1050
0000037715,2690
0000037752,16710
0000038183,12340
0000038216,837
0000038253,1050
0000038264,1400
0000038275,1200
0000038301,1300
0000038312,999
0000038360,930
0000038371,1200
0000038430,1400
0000038441,1050
0000038485,13500
0000038496,1350
0000038544,1580
0000038555,2180
0000038566,999
0000038581,2580
0000038592,2580
0000038636,2580
0000038651,2380
0000038662,2380
0000038695,2580
0000038710,1580
0000038721,1680
0000039130,1680
0000039690,849
0000039826,9540
0000039900,11790
0000039970,3200
0000039981,5000
0000039992,3750
0000040014,8235
0000040036,199
0000040062,1980
0000040084,1980
0000040095,1680
0000040143,599
0000040176,399
0000040180,699
0000040412,1280
0000040423,1513
0000040434,1683
0000040460,370
0000040471,2850
0000040526,587
0000040530,790
0000040541,297
0000040600,587
0000040655,499
0000040762,799
0000040821,599
0000040913,199
0000040924,420
0000040950,199
0000040972,219
0000040994,229
0000041005,189
0000041020,1780
0000041031,1780
0000041053,2080
0000041064,4080
0000041086,299
0000041134,1190
0000041226,3990
0000041230,4690
0000041366,1149
0000041370,1490
0000041392,1299
0000041414,1880
0000041425,1200
0000041436,499
0000041440,930
0000041451,599
0000041473,760
0000041484,1360
0000041495,799
0000041506,1430
0000041532,390
0000041554,399
0000041565,450
0000041576,199
0000041580,129
0000041591,390
0000041753,350
0000041812,630
0000041823,630
0000041926,499
0000041930,930
0000042000,1490
0000042011,1290
0000042140,12999
0000042151,1498
0000042162,3725
0000042195,2000
0000042232,306
0000042254,589
0000042265,439
0000042280,690
0000042313,569
0000042335,450
0000042346,764
0000042350,637
0000042361,254
0000042383,290
0000042416,380
0000042475,638
0000042733,3380
0000042792,2980
0000042921,2799
0000042943,2280
0000042954,1799
0000042965,2280
0000043245,4980
0000043455,1050
0000043466,1050
0000043470,90
0000043481,960
0000043492,800
0000043503,840
0000043514,890
0000043525,890
0000043540,890
0000043562,842
0000043573,918
0000043584,1003
0000043610,842
0000043621,927
0000043632,918
0000043654,502
0000043676,383
0000043993,2880
0000044284,1440
0000044380,990
0000044391,1480
0000044402,780
0000044413,880
0000044435,880
0000044450,599
0000044494,1280
0000044505,899
0000044516,1280
0000044520,1199
0000044726,1980
0000044741,690
0000044752,990
0000044763,890
0000044903,2980
0000044914,3980
0000044925,4980
0000045006,1080
0000045010,1880
0000045021,999
0000045032,1980
0000045706,258
0000045721,999
0000045776,890
0000045791,1380
0000046130,1332
0000046141,1990
0000046336,8900
0000046351,10900
0000046373,5990
0000046443,5990
0000046561,2970
0000046583,2980
0000046594,4980
0000046605,13800
0000046616,1390
0000046631,16800
0000046826,299
0000046830,399
0000046841,463
0000047014,749
0000047596,289
0000047950,289
0000047972,289
0000048005,289
0000048016,289
0000048031,289
0000048053,289
0000048134,359
0000048145,359
0000048171,359
0000048193,359
0000048215,499
0000048230,499
0000048252,499
0000048263,499
0000049000,499
0000049092,199
0000049652,499
0000049663,499
0000049674,499
0000049685,899
0000049700,899
0000049711,899
0000049722,899
0000049733,899
0000049755,899
0000049766,1199
0000049803,1199
0000049851,298
0000049862,298
0000049873,298
0000049884,298
0000049906,298
0000049910,298
0000049932,298
0000049943,298
0000049954,359
0000049976,499
0000049980,499
0000049991,499
0000050002,499
0000050050,599
0000050061,599
0000050072,599
0000050094,599
0000050116,899
0000050120,899
0000050142,899
0000050175,549
0000050201,549
0000050212,549
0000050223,549
0000050234,1080
0000050256,399
0000050260,399
0000050293,399
0000050326,499
0000050330,699
0000050352,259
0000050385,259
0000050433,599
0000050610,150
0000050912,2080
0000051041,810
0000051063,1200
0000051273,295
0000051295,690
0000051321,690
0000051354,790
0000051446,1290
0000051494,1290
0000051505,1290
0000051516,1290
0000051590,1490
0000051601,1990
0000051645,1257
0000051656,8900
0000051726,590
0000051752,930
0000051763,1200
0000051785,990
0000051833,499
0000051892,695
0000051914,598
0000051962,690
0000052080,490
0000052172,229
0000052205,5990
0000052216,4590
0000052334,599
0000052846,5090
0000052883,249
0000052894,99
0000052905,239
0000052916,119
0000053115,5480
0000053244,500
0000053292,702
0000053303,702
0000053336,702
0000053362,702
0000053395,702
0000053432,702
0000053480,702
0000053491,702
0000053502,199
0000053513,199
0000053524,199
0000053535,199
0000053546,199
0000053594,199
0000053616,970
0000053686,699
0000053701,399
0000053745,522
0000053863,522
0000053874,1090
0000053885,522
0000053896,522
0000053900,522
0000053922,522
0000053933,499
0000053981,399
0000054014,5390
0000054040,899
0000054051,1100
0000054084,3790
0000054106,2490
0000054165,1500
0000054224,2190
0000054246,699
0000054261,1299
0000054375,299
0000054423,1250
0000054434,3280
0000054445,3750
0000054504,549
0000054515,649
0000054585,330
0000054596,330
0000054611,330
0000054622,360
0000054633,360
0000054644,360
0000054655,360
0000054670,336
0000054681,336
0000054692,336
0000054703,336
0000054714,336
0000054740,290
0000054751,290
0000054762,290
0000054773,290
0000054784,350
0000054865,3390
0000054880,4290
0000055016,9400
0000055101,5990
0000055112,10800
0000055215,1690
0000055226,1980
0000055241,9290
0000055285,12700
0000055322,8800
0000055344,2350
0000055366,12290
0000055370,2490
0000055392,4590
0000055436,5880
0000055451,5390
0000055565,5990
0000055576,6390
0000055580,2490
0000055602,3290
0000055672,29
0000055823,29
0000056066,624
